"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1972928080558903767","Tue Sep 30 22:13:18 +0000 2025","0","@CakKhum Ya Smga ALLÀH dg Seluruh Kekuatan ALAM-NYA yg Jujur &amp; Dahsyat ini terus memberi Kekuatan Dahsyat &amp; Kemudahan bpk Menkeu PURBAYA utk MENGELOLA &amp; MENINGKATKAN Perekonomian Indonesia lbh baik lbh Maju lbh Meningkat lbh Makmur &amp; lbh Mensejahterakan Rakyat Bangsa &amp; Negara.️","1973149181801013583","","CakKhum","in","","0","0","0","https://x.com/undefined/status/1973149181801013583","1375564415970369536",
"1972867648250941535","Tue Sep 30 22:10:46 +0000 2025","2","@Nexus031191 @puzzwles jangan ada wamen2 yang diangkat dengan kepres juga susah ngaturnya klau dirjen ga capai target bisa diganti yang lain oleh menkeu kira2 begitu kali maksud pak purbaya sehingga lebih satu set","1973148540701647024","","Nexus031191","in","","0","1","0","https://x.com/undefined/status/1973148540701647024","1663014010340659202",
"1972696155516747800","Tue Sep 30 21:45:41 +0000 2025","0","@sharpandshark mentri purbaya uang harus dipakai-berputar untuk menggerakkan ekonomi masyarakat jangan disimpan terlalu lama.Demikian juga alokasi dana kementrian harus sesuai dengan rencana anggarannya jika tidak terserap ya dianbil lagi agar bisa digunakan untuk yg lsin yg lebih berguna.","1973142231285637463","","lucimaya123","in","","0","1","0","https://x.com/undefined/status/1973142231285637463","3032152165",
"1972696155516747800","Tue Sep 30 21:29:40 +0000 2025","0","@sharpandshark Beda dengan mentri purbaya sang mentri selaku mentri keuangan melihat rida ekonomi nasional melambat ada kelesuan sehingga berinisiatif mengambil dana 200T dari BI untuk dikekola oleh bank2 pemerintah tujuannya agar bank pemerintah ini punya dana segar untuk menyalurkan kredit","1973138197208260679","","lucimaya123","in","","0","1","0","https://x.com/undefined/status/1973138197208260679","3032152165",
"1973135048137494576","Tue Sep 30 21:17:09 +0000 2025","0","new idol has been unlock Purbaya Yudhi Sadewaaaaaaa ","1973135048137494576","","","in","","0","0","0","https://x.com/undefined/status/1973135048137494576","1299913386977710080",
"1973134758931747125","Tue Sep 30 21:16:00 +0000 2025","0","Dapatkan bonus 10.000 saldo pas install apk Shopeepay Caranya: Upgrade ke spay plus login dg shopee &amp; masukin kode referral FF6JWV5WP diskon promo info freelance job receh zonauang menpora erick thohir bahlil prabowo jokowi purbaya tasya farasya menkeu https://t.co/jrJWpyIRFp https://t.co/jHPxkqyzoc","1973134758931747125","https://pbs.twimg.com/media/G2FF0P2a0AE-9ZZ.jpg","","in","","0","0","0","https://x.com/undefined/status/1973134758931747125","1884735513976004608",
"1973133096834007257","Tue Sep 30 21:09:23 +0000 2025","0","Pak @Ronnie_Rusli Purbaya bilang bukan kita ngak bisa bikin kilang tapi Pertamina malas-malasan ","1973133096834007257","","","in","","0","0","0","https://x.com/undefined/status/1973133096834007257","760406047722909696",
"1973127703806296379","Tue Sep 30 20:47:58 +0000 2025","0","Ini Foto Zaman Purbaya di LPS","1973127703806296379","","","in","","0","0","0","https://x.com/undefined/status/1973127703806296379","1691391977848545280",
"1973121089892147395","Tue Sep 30 20:21:41 +0000 2025","86","Kekwkwkwk kadang omongan pak Purbaya ngeri sedab awas pak di musuihin nanti https://t.co/Oit5KC3Z3i","1973121089892147395","https://pbs.twimg.com/media/G2HvK7MaIAUf-v1.jpg","","in","","0","2","21","https://x.com/undefined/status/1973121089892147395","1344460749964414976",
"1973115884735467854","Tue Sep 30 20:01:00 +0000 2025","0","Klaim 10.000 saldo pas download apk Shopeepay Caaranya: Upgrade ke Shopeepay plus log in pake akun shopee &amp; masukin kode referral FF6JWV5WP diskon promo info freelance job receh zonauang menpora erick thohir bahlil prabowo jokowi purbaya tasya farasya https://t.co/cziHHCFI5H https://t.co/LMFSoNVsNv","1973115884735467854","https://pbs.twimg.com/media/G2FJSdUa0AAw6Sc.jpg","","in","","0","0","0","https://x.com/undefined/status/1973115884735467854","791791758",
"1972995843872690269","Tue Sep 30 19:37:53 +0000 2025","1","@trianaesti @txtdrimedia is that real 200T purbaya ke MBG ka?","1973110066657288195","","trianaesti","in","","0","0","0","https://x.com/undefined/status/1973110066657288195","1543609752911228928",
"1972918955414331763","Tue Sep 30 19:31:59 +0000 2025","0","@CNNIndonesia Itu diluar kewenanganmu purbaya ! Kemenkeu tidak punya wewenang pengawasan atas bank bumn. Yg punya kewenangan itu OJK dan BI.","1973108585036128749","","CNNIndonesia","in","","0","1","0","https://x.com/undefined/status/1973108585036128749","1006840774502146049",
"1973108082898247811","Tue Sep 30 19:30:00 +0000 2025","1","Purbaya paparkan harga Pertalite dan LPG 3 Kg tanpa subsidi https://t.co/3ml3Crdtku","1973108082898247811","","","in","","0","0","0","https://x.com/undefined/status/1973108082898247811","121640063",
"1972947312923283930","Tue Sep 30 19:18:20 +0000 2025","0","@SiBrayyy13 @BosPurwa Emang sekarang menurut mu sudah makmur? Apakabar kalau merasa ahli.. Daftar sana sebagai penasehat Purbaya.. Supaya mata uang kita naik dan nilai rill rupiah kita tidak jatuh terus..","1973105148957426047","","SiBrayyy13","in","","0","4","0","https://x.com/undefined/status/1973105148957426047","1510987052430467072",
"1973056700262252663","Tue Sep 30 19:10:09 +0000 2025","0","@04_zainal MUI jangan asal kritik..biarkan bapak Purbaya bekerja dulu ...kalian MUI intropeksi saja sendiri","1973103090053292170","","04_zainal","in","","0","0","0","https://x.com/undefined/status/1973103090053292170","3256251217",
"1973100537794142385","Tue Sep 30 19:00:01 +0000 2025","0","Menteri Keuangan Purbaya Yudhi Sadewa buka suara karena dikritik tidak menaikkan cukai rokok tahun depan. Purbaya mendapatkan karangan bunga yang dikirim ke kantornya langsung sebagai simbol protes⁣⁣ ⁣⁣ &gt;&gt; https://t.co/LBT4JeoIa3 #Rokok #CukaiRokok #PurbayaYudhiSadewa #Cukai https://t.co/vScI5chMlr","1973100537794142385","https://pbs.twimg.com/media/G2G_MdbbUAAtR7n.jpg","","in","","0","1","0","https://x.com/undefined/status/1973100537794142385","135795460",
"1972947312923283930","Tue Sep 30 18:52:29 +0000 2025","0","@drupadawan @BosPurwa Yah gitu lah bg.. Purbaya lg cari panggung di hati rakyat.. Supaya kelihatan baik di mata penonton sosmed.. Pada akhirnya kelakuannya menyimpang di kemudian hari.. Padahal gak banyak manfaat yg kita dapat setelah semuanya di pajak2in","1973098644803833940","","drupadawan","in","","0","0","0","https://x.com/undefined/status/1973098644803833940","1510987052430467072",
"1973097991511662820","Tue Sep 30 18:49:59 +0000 2025","0","3. Qodari diangkat jadi Ketua KSP. Yang dia kritik pertama adalah Prabowo yang mengangkat Purbaya dan dia sodorkan Maruarar Sirait tangan kanan Aguan. (said Didu) #DibayangiPeristiwaG30SPKI #DibayangiPeristiwaG30SPKI","1973098011891781881","","ArtaN7707","in","","0","0","0","https://x.com/undefined/status/1973098011891781881","1604064608913723394",
"1973004502652658094","Tue Sep 30 18:47:49 +0000 2025","0","@KompasTV Nahh lohhh sekarang ketemukan titik muaranya dimana dan disiapa!?.. semuanya itu balik lagi ke mindset nya para pejabat dan wakil rakyat tersebut!!.. apakah mereka ingin mensejahterakan bangsa dan negara nya atau hanya untuk diri mereka masing masing!?.. Bravo Pak Purbaya ","1973097467873734927","","KompasTV","in","","0","1","0","https://x.com/undefined/status/1973097467873734927","1039099061150801920",
"1972947312923283930","Tue Sep 30 18:29:12 +0000 2025","0","@ohyakitalupa @BosPurwa Aku ga paham istilah anak abah anak abah juga agak tau itu siapa? Yg jelas Purbaya sebelas dia belas dgn Natalius Pigai. Aku cuma pengamat biasa.. Warga sipil bisa..","1973092784992133178","","ohyakitalupa","in","","0","0","0","https://x.com/undefined/status/1973092784992133178","1510987052430467072",
"1973058144575140340","Tue Sep 30 16:11:33 +0000 2025","0","Wkwkwk semakin banyak pejabat yg cocote rusak macam purbaya atau ahok semakin seru pula untuk mantengin politik nasional ","1973058144575140340","","","in","","0","0","0","https://x.com/undefined/status/1973058144575140340","1320504458304835587",
"1973058001972969782","Tue Sep 30 16:10:59 +0000 2025","165","Fokus pada keterangan Menteri Purbaya: ....yang ada malah beberapa dibakar kan? Apa kejadian beberapa kilang yang pernah terjadi beberapa waktu lalu terbakar itu dibakar ? Kalau benar wajib diselidiki https://t.co/lLy8PfXpBM","1973058001972969782","https://pbs.twimg.com/ext_tw_video_thumb/1973057947132735488/pu/img/QNXIHGsU7pjN5hs7.jpg","","in","","4","3","73","https://x.com/undefined/status/1973058001972969782","1542445660813008896",
"1972968187567436162","Tue Sep 30 16:06:46 +0000 2025","1","@Markadina99 @DS_yantie Dan kata pak menkeu Purbaya.. Pertamina itu pemales.. ","1973056940231057416","","Markadina99","in","","0","0","0","https://x.com/undefined/status/1973056940231057416","1613106626034282496",
"1972928080558903767","Tue Sep 30 15:58:45 +0000 2025","0","@CakKhum gaya bicara pak purbaya berasa dengerin dosen dikelas wkek","1973054919855735232","","CakKhum","in","","0","0","0","https://x.com/undefined/status/1973054919855735232","1530633638312026113",
"1973054156874067992","Tue Sep 30 15:55:43 +0000 2025","0","cowo tengil yang bisa gue terima keknya cuma pak purbaya deh","1973054156874067992","","","in","","0","0","0","https://x.com/undefined/status/1973054156874067992","1094912098570625024",
"1972928080558903767","Tue Sep 30 15:54:44 +0000 2025","0","@native_earth99 @CakKhum Berdasarkan penjelasan Menkeu Purbaya di DPR harga asli sebelum subsidi adalah: - Pertalite: Rp11.700/liter - Solar: Rp11.950/liter - LPG 3 kg: Rp42.750/tabung Ini kesimpulan utama dari paparannya.","1973053910438105384","","native_earth99","in","","0","0","0","https://x.com/undefined/status/1973053910438105384","1720665183188922368",
"1973053281631899923","Tue Sep 30 15:52:14 +0000 2025","360","Apa kata RG .... Gimana Purbaya sebagai kepala kasier mau mengatur kepala pabrik yg di pimpin sama kepala2 partai yg rata2 Maling semua. https://t.co/S2bgMVdOUh","1973053281631899923","https://pbs.twimg.com/ext_tw_video_thumb/1973052871999680512/pu/img/cLlnlP2ZiZOCuMHt.jpg","","in","","4","6","149","https://x.com/undefined/status/1973053281631899923","1667233216091279363",
"1973050675253678212","Tue Sep 30 15:41:53 +0000 2025","0","Singgung Danantara Purbaya: Diskusi Semalam Untuk Tekan Saya https://t.co/EMPC7eubPS","1973050675253678212","","","in","","0","0","0","https://x.com/undefined/status/1973050675253678212","1446434492571217927",
"1973050484761166195","Tue Sep 30 15:41:07 +0000 2025","0","Soal Isu Bunga Deposito Valas Menkeu Purbaya Pastikan Tak Ada Instruksi Khusus https://t.co/mZ96QPd81S","1973050484761166195","","","in","","0","0","0","https://x.com/undefined/status/1973050484761166195","585858346",
"1973050215155511558","Tue Sep 30 15:40:03 +0000 2025","0","Presiden Prabowo Awasi Kinerja Menkeu Purbaya di Medsos https://t.co/chYm7XpvAT","1973050215155511558","","","in","","0","0","0","https://x.com/undefined/status/1973050215155511558","903229236051247104",
"1973036337843540280","Tue Sep 30 15:37:13 +0000 2025","3","@SelebtwitMobil Jangan lupa purbaya efek membuat rakyat lupa segalanya ditambah dukungan buzzer untuk euforia purbaya","1973049500324237592","","SelebtwitMobil","in","","0","0","1","https://x.com/undefined/status/1973049500324237592","1188698317376503808",
"1973049104411324794","Tue Sep 30 15:35:38 +0000 2025","1","Ramai Isu Suku Bunga Valas Menkeu Purbaya Klarifikasi Soal Kebijakan Tarik Dolar WNI https://t.co/uYZd1UMZV9","1973049104411324794","","","in","","0","0","0","https://x.com/undefined/status/1973049104411324794","1632918924",
"1973048069047353641","Tue Sep 30 15:31:31 +0000 2025","0","I love this guy. Apa adanya. Tanpa kepentingan . Just do it Mr purbaya #purbaya","1973048069047353641","","","in","","0","0","0","https://x.com/undefined/status/1973048069047353641","625329610",
"1973047008954069307","Tue Sep 30 15:27:19 +0000 2025","0","Jujur..... Pak purbaya ini keren...","1973047008954069307","","","in","","0","0","0","https://x.com/undefined/status/1973047008954069307","357793636",
"1973046160832233717","Tue Sep 30 15:23:56 +0000 2025","0","Berita purbaya kemenkeu di twitter kok sepi ya.. Padahal dulu awal awal santer pada hujat karna kaget dengan coboy stylenya","1973046160832233717","","","in","","0","0","0","https://x.com/undefined/status/1973046160832233717","1698535597",
"1973043726575702181","Tue Sep 30 15:20:36 +0000 2025","0","sumber: CNN Indonesia: https://t.co/3K25OZQwBI Detik Finance: https://t.co/r3pLlRP5TB Kompas: https://t.co/0Drr7WcseR","1973045321614934434","","BPPMEQuilibrium","in","","0","0","0","https://x.com/undefined/status/1973045321614934434","65801723",
"1973043726575702181","Tue Sep 30 15:15:34 +0000 2025","0","Awalnya Purbaya berencana menurunkan tarif tetapi karena industri meminta tidak ada perubahan maka diputuskan status quo. Menkeu menekankan bahwa masukan dari industri harus memperhatikan kepentingan bersama bukan hanya produsen.","1973044054608003570","","BPPMEQuilibrium","in","","0","1","0","https://x.com/undefined/status/1973044054608003570","65801723",
"1973043726575702181","Tue Sep 30 15:14:16 +0000 2025","0","Kebijakan Cukai Rokok 2026 Menteri Keuangan Purbaya Yudhi Sadewa memastikan tarif cukai hasil tembakau (CHT) atau cukai rokok tidak akan naik tahun 2026. https://t.co/Tcy9DGWJvm","1973043726575702181","https://pbs.twimg.com/media/G2GozegbMAAuDWk.jpg","","in","","0","1","0","https://x.com/undefined/status/1973043726575702181","65801723",
"1973041017709527203","Tue Sep 30 15:09:30 +0000 2025","0","@bahlillahadalia 5. guru disuruh jadi teaster mbg 6. polisi makin keliatan ga guna (update wna yg kehilangan barang) 7. menteri purbaya vs Dewan Perampok Rakyat @DPR_RI 8. #FreePalaestine 9. wowo bukan WNI (karna dia pro zionis negara manapun yg mau angkut dia) angkut plis","1973042528514662548","","ELSptiaN","in","","0","0","0","https://x.com/undefined/status/1973042528514662548","1467435596142444545",
"1973042378396299390","Tue Sep 30 15:08:55 +0000 2025","0","Bahkan yang sdh ada dibakar Purbaya say","1973042378396299390","","","in","","0","0","0","https://x.com/undefined/status/1973042378396299390","1851566665374543872",
"1973032212259119292","Tue Sep 30 14:28:31 +0000 2025","0","Alhamdulillah....KEMENKEU RI DIJABAT OLEH PAK PURBAYA.... MUDAH2AN....SEGALA KEBOCORAN APBN YG SELAMA INI TERJADI DAPAT DIATASI..... DAN SEMOGA @KPK_RI DAN @PPATK DAPAT MEMBONGKAR BERAGAM KEJAHATAN YG SELAMA INI TERJADI","1973032212259119292","","","in","","0","0","0","https://x.com/undefined/status/1973032212259119292","1556494941563817984",
"1973032046617620713","Tue Sep 30 14:27:51 +0000 2025","0","Sedang menatap masa depan Indonesia dengan mata berkilau kilau. Liat Pak Menteri Purbaya a new hero in Cilo eye s. Terkagum kagum cilonya ⭐️⭐️⭐️ https://t.co/H5f8YD0zz7","1973032046617620713","https://pbs.twimg.com/media/G2GeLoLbAAAUTAp.jpg","","in","","0","0","0","https://x.com/undefined/status/1973032046617620713","1061627538982678528",
"1973031999960138199","Tue Sep 30 14:27:40 +0000 2025","0","Tone komentar di tiktok purbaya kenapa kyk buzzer dah. Mana ini video seolah ada wartawan ngintilin padahal di-upload-nya d akun pribadi resmi https://t.co/3k1aRPW1Pe","1973031999960138199","","","in","","0","0","0","https://x.com/undefined/status/1973031999960138199","2427164695",
"1972978284955898175","Tue Sep 30 14:23:38 +0000 2025","0","@dhaintly bro mister purbaya ini OP juga ya","1973030986352103769","","dhaintly","in","","0","0","0","https://x.com/undefined/status/1973030986352103769","1571362710356635649",
"1973030975333712213","Tue Sep 30 14:23:36 +0000 2025","1","purbaya nih gen z bgt kata gw mah","1973030975333712213","","","in","","0","1","0","https://x.com/undefined/status/1973030975333712213","867872543448866816",
"1973030890520666464","Tue Sep 30 14:23:16 +0000 2025","0","Gokil si kalau liat cuplikan nya. Mungkin algoritma yang masuk ke gw bagus ya. Masih dini mungkin. Tapi feeling gw Purbaya ini bisa jadi harapan baru sih di Indonesia. Presiden?","1973030890520666464","","","in","","0","0","0","https://x.com/undefined/status/1973030890520666464","81053862",
"1973030824040931387","Tue Sep 30 14:23:00 +0000 2025","0","Klaim 10.000 saldo pas download apk Shopeepay caranya: Upgrade ke Shopeepay plus log in pake akun shopee &amp; masukin kode referral FF6JWV5WP diskon promo info freelance job receh zonauang menpora erick thohir bahlil prabowo jokowi purbaya hkbp https://t.co/jrJWpyIRFp https://t.co/dxeK5ZIAtK","1973030824040931387","https://pbs.twimg.com/media/G2F4xaFa0AATpHV.jpg","","in","","0","0","0","https://x.com/undefined/status/1973030824040931387","1884735513976004608",
"1973029819794554905","Tue Sep 30 14:19:00 +0000 2025","0","Cerita Ray Dalio Puji Langkah Menkeu Purbaya https://t.co/vpMaVl1R3q","1973029819794554905","","","in","","0","1","0","https://x.com/undefined/status/1973029819794554905","847372542830444544",
"1973028719020421566","Tue Sep 30 14:14:38 +0000 2025","0","Sentil Pertamina Purbaya Geram Impor BBM Naik Tajam: 27 Tahun Tak Bangun Kilang Baru! https://t.co/CAyPDjfceC #BBM #Pertamina #Purbaya #impor #kilang #minyak #BITVONLINE","1973028719020421566","","","in","","0","0","0","https://x.com/undefined/status/1973028719020421566","1641028826489823232",
"1973027173633237131","Tue Sep 30 14:09:15 +0000 2025","0","Tp tak boleh gt ya Purbaya. Km megang dua gt di keuangan pula. No no no ya ","1973027366017622290","","tobtobtobari","in","","0","0","0","https://x.com/undefined/status/1973027366017622290","1778114482340040704",
"1973026665233371305","Tue Sep 30 14:06:28 +0000 2025","4","Bess @pakantono outfit ngopi ndek coffeeshop kyk ngene gak diseneni Pak Purbaya ta? https://t.co/rkPB47oZ6n","1973026665233371305","https://pbs.twimg.com/media/G2GY5DybsAAYzst.jpg","","in","","1","0","0","https://x.com/undefined/status/1973026665233371305","1646193235042373632",
"1973026346592051594","Tue Sep 30 14:05:12 +0000 2025","0","Sebagai warga RI saya tak perlu takut atas munculnya pertanda financial crash. Ada Menkeu Purbaya @KemenkeuRI yang mengaku sudah berpengalaman memanage masalah seperti itu","1973026346592051594","","","in","","0","0","0","https://x.com/undefined/status/1973026346592051594","54161214",
"1973025818076221651","Tue Sep 30 14:03:06 +0000 2025","2","Jawaban Santai Menkeu Purbaya Usai Dikritik soal Cukai Rokok Lewat Karangan Bunga https://t.co/vYxWwISz35","1973025818076221651","","","in","","1","3","0","https://x.com/undefined/status/1973025818076221651","47596019",
"1973025386905641106","Tue Sep 30 14:01:23 +0000 2025","0","Menkeu Purbaya Ungkap Pertemuan Danantara dengan DPR: Menekan Saya Kelihatannya https://t.co/9CvaUSKSqa","1973025386905641106","","","in","","0","0","1","https://x.com/undefined/status/1973025386905641106","89877164",
"1973024575215788229","Tue Sep 30 13:58:10 +0000 2025","1","purbaya savage bgt sidang di dpr ke bawahannya ngancem selesein 1 bulan kl ga selesai saya ganti kamu. depan puluhan anggota dpr.","1973024575215788229","","","in","","0","0","0","https://x.com/undefined/status/1973024575215788229","1210505846553079808",
"1973023955859730460","Tue Sep 30 13:55:42 +0000 2025","0","Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengungkapkan rencana sidak secara acak terhadap bank Himpunan Milik Negara (Himbara) yang kebagian kucuranRpRp200 triliun. Sebelumnya Purbaya telah melakukan sidak ke bank BNI untuk memantau penyaluran kredit. https://t.co/OJcim4VOsb","1973023955859730460","https://pbs.twimg.com/media/G2GW05Na8AAJh8_.jpg","","in","","0","1","0","https://x.com/undefined/status/1973023955859730460","46693036",
"1972978284955898175","Tue Sep 30 13:54:22 +0000 2025","0","@dhaintly Bapak Purbaya kerjanya sat set .. mantap","1973023620797706640","","dhaintly","in","","0","0","0","https://x.com/undefined/status/1973023620797706640","2293833678",
"1973023066545615112","Tue Sep 30 13:52:10 +0000 2025","2","Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa meramal pertumbuhan ekonomi pada kuartal IV tahun 2025 ini mencapai 5 5 persen. Baca selengkapnya https://t.co/LvRxZpSpSw ~LL #MenkeuPurbaya #Perekonomian https://t.co/sGOHkDglFV","1973023066545615112","https://pbs.twimg.com/media/G2GV7OVakAAe0Pd.jpg","","in","","0","3","0","https://x.com/undefined/status/1973023066545615112","23343960",
"1973022665234653307","Tue Sep 30 13:50:35 +0000 2025","1","Pantess Purbaya ngomel2 ke pertamina masalah kilang minyak.. komisarisnya bukannya fokus kerja malah sibuk bikin gaduh dunia sosmed! @NasbiHasan viral lagi oh viral lagi wkwkw cc @setkabgoid @KemensetnegRI @Gerindra","1973022665234653307","","","in","","0","0","0","https://x.com/undefined/status/1973022665234653307","233927574",
"1973022269481124247","Tue Sep 30 13:49:00 +0000 2025","1","Purbaya Ingatkan BUMN Soal Subsidi: Awas Kalau Ada yang Nyeleweng! https://t.co/cfu0KxCgVf","1973022269481124247","","","in","","0","0","0","https://x.com/undefined/status/1973022269481124247","847372542830444544",
"1973022128749658115","Tue Sep 30 13:48:27 +0000 2025","0","Sumber: CNN Indonesia https://t.co/mebYBtM3Kg","1973022128749658115","","","in","","0","0","0","https://x.com/undefined/status/1973022128749658115","1027203563615793152",
"1972882496615580017","Tue Sep 30 13:46:34 +0000 2025","0","@albert54769 @Tan_Mar3M @PurbayaYudhi Opo Purbaya...wani karo anggota dewan?..ora wani coy....","1973021656286400944","","albert54769","in","","0","0","0","https://x.com/undefined/status/1973021656286400944","1799433830002245632",
"1972996978041872838","Tue Sep 30 13:46:11 +0000 2025","0","@Dennysiregar7 @pertamina @NasbiHasan Pak purbaya si zulfikar gak usah didengar apalagi ditanggapi. Dia itu sok tahu","1973021558152249459","","Dennysiregar7","in","","0","0","0","https://x.com/undefined/status/1973021558152249459","1763858372254900224",
"1973021354153881689","Tue Sep 30 13:45:22 +0000 2025","0","Menkeu Purbaya Pastikan BNI Patuh Tak Beli Dolar Pakai Dana SAL https://t.co/auTqwrHcbK","1973021354153881689","","","in","","0","0","0","https://x.com/undefined/status/1973021354153881689","1912336901283147776",
"1973021216664687050","Tue Sep 30 13:44:49 +0000 2025","1","Semua Kebobrokan Pejabat &amp; Perusahaan Negara Harus Dibongkar Agar Bisa Menjadi Lebih Baik kalau cuma Membalas jadi Minim Bongkarnya!! https://t.co/X8DKCbtP5w","1973021216664687050","","","in","","0","0","0","https://x.com/undefined/status/1973021216664687050","1028997916906516480",
"1973018991162692008","Tue Sep 30 13:35:59 +0000 2025","6","Menteri Keuangan Purbaya Yudhi Sadewa menyarankan PT Pertamina untuk membangun kilang minyak baru guna mengurangi ketergantungan impor yang pada akhirnya bakal menekan anggaran subsidi energi. https://t.co/hOG5EFVKeW","1973018991162692008","","","in","","0","4","0","https://x.com/undefined/status/1973018991162692008","18071520",
"1973018630284845111","Tue Sep 30 13:34:33 +0000 2025","0","Bank Indonesia bergerak cepat stabilkan rupiah yang terus melemah. Semua instrumendikerahkan. Gubernur BI: Kami akan bertindak berani. Apakah ini cukup untuk memulihkan kepercayaan pasar? #EkonomiIndonesia #PerryWarjiyo #Purbaya #BeritaTerkini #SambatOnline https://t.co/uFdz1ZgPvq","1973018630284845111","https://pbs.twimg.com/media/G2GR_GEaQAA5smp.jpg","","in","","0","0","0","https://x.com/undefined/status/1973018630284845111","2231928488",
"1972928080558903767","Tue Sep 30 13:34:01 +0000 2025","0","@typicalfvckboy @CakKhum Berdasarkan penjelasan Menkeu Purbaya di DPR harga asli (tanpa subsidi) adalah: - Pertalite: Rp11.700/liter (jual Rp10.000 subsidi Rp1.700) - Solar: Rp11.950/liter (jual Rp6.800 subsidi Rp5.150) - LPG 3kg: Rp42.750/tabung (jual Rp12.750 subsidi Rp30.000)","1973018499363823852","","typicalfvckboy","in","","0","0","0","https://x.com/undefined/status/1973018499363823852","1720665183188922368",
"1973017743722213470","Tue Sep 30 13:31:01 +0000 2025","0","Video: Purbaya Akan Ganti Dirjen Kemenkeu Jika Subsidi BBM Tak Beres https://t.co/JgXwT5roIh","1973017743722213470","","","in","","0","0","0","https://x.com/undefined/status/1973017743722213470","598959076",
"1973004965028429985","Tue Sep 30 13:30:30 +0000 2025","0","@profesor_saham Cristiano purbaya mengacak2","1973017612343988254","","profesor_saham","in","","0","0","0","https://x.com/undefined/status/1973017612343988254","1906552269530865664",
"1973017488620167588","Tue Sep 30 13:30:00 +0000 2025","26","Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa merespons kritik masyarakat terkait keputusan pemerintah untuk tidak menaikkan tarif cukai r*k*k pada tahun 2026. Menkeu Purbaya menegaskan bahwa pihaknya khawatir kenaikan cukai r*k*k dapat berdampak pada meningkatnya angka https://t.co/UjxH8Pzqw3","1973017488620167588","https://pbs.twimg.com/amplify_video_thumb/1973005128895717376/img/zXAGLg9K1HVcLn4G.jpg","","in","","0","0","2","https://x.com/undefined/status/1973017488620167588","57261519",
"1973016589818847365","Tue Sep 30 13:26:26 +0000 2025","174","Menkeu Purbaya sat set sat set https://t.co/8w8cfR7vZr","1973016589818847365","https://pbs.twimg.com/ext_tw_video_thumb/1973016534470828032/pu/img/okQlCN1DxYYYHUjJ.jpg","","in","","1","3","59","https://x.com/undefined/status/1973016589818847365","1905767701189955584",
"1973016512421126280","Tue Sep 30 13:26:08 +0000 2025","0","Soal Kenaikan Gaji PNS Menkeu Purbaya: Belum Ada Arahan https://t.co/1B3mcko7TH","1973016512421126280","","","in","","0","1","0","https://x.com/undefined/status/1973016512421126280","154102750",
"1973016375351550384","Tue Sep 30 13:25:35 +0000 2025","0","pilihannya cuman cukai rokok dinaikin akhirnya banyak pabrik2 yg legal layoff dan demo atau cukai ga naik tapi dapat karangan bunga dari organisasi ga jelas kalau wa sih bakalan pilih yg nomor 2 https://t.co/xhI4tRn1uH","1973016375351550384","","","in","","0","1","0","https://x.com/undefined/status/1973016375351550384","73873825",
"1972885365435322399","Tue Sep 30 13:24:53 +0000 2025","1","@Asdar_Gaffar @KompasTV Kata pak purbaya bisa jadi ditarik digeser ke bantuan sembako november-desembet","1973016199991787579","","Asdar_Gaffar","in","","0","1","0","https://x.com/undefined/status/1973016199991787579","1668898967218958336",
"1972947312923283930","Tue Sep 30 13:22:15 +0000 2025","0","@BosPurwa Pelan Mr. Purbaya. Nanti ada goblin minyak yg butthurt dgn omongan anda Mr.","1973015536893346174","","BosPurwa","in","","0","0","0","https://x.com/undefined/status/1973015536893346174","1051572262913028096",
"1973015498775474651","Tue Sep 30 13:22:06 +0000 2025","0","Baca nie apa gua bilang ekon lesu kan daya beli longsor ke jurang kan gw pernah post. Sdh lama.omongan kont@ l purbaya aja loe denger ampe terksesima segala kredit aja juga pake bunga itu juga 4%.wkwk bank jg takut NPL nya melonjak. mentri2 pencitraan. nanti bank juga pakai","1973015498775474651","","","in","","0","1","0","https://x.com/undefined/status/1973015498775474651","1794234998104715264",
"1973014194711892380","Tue Sep 30 13:16:55 +0000 2025","2","Kayanya sebelum purbaya jarang banget liat beginian ya.","1973014194711892380","","","in","","0","0","0","https://x.com/undefined/status/1973014194711892380","3076554860",
"1973014177322332247","Tue Sep 30 13:16:51 +0000 2025","0"," Mungkin Purbaya adalah sosok yang diperlukan oleh negara kita disaat ekonomi yang pesimis seperti ini. Glagatnya yang selalu menyetuh dasar tidak hanya diam di menara gading dan narasi yang selalu positif juga sangat berpengaruh bagi iklim ekonomi.","1973014177322332247","","","in","","0","2","0","https://x.com/undefined/status/1973014177322332247","102911523",
"1973013718213824723","Tue Sep 30 13:15:01 +0000 2025","0","Video Menkeu Purbaya Akan Sidak Keliling Bank BUMN: Biar Mereka Kapok! https://t.co/vhNnmYVSTq","1973013718213824723","","","in","","0","0","0","https://x.com/undefined/status/1973013718213824723","598959076",
